source,id,year,title,doi,language,url
MED,38972594,2024,"Development, Validation, and Implementation of an Augmented Multiwell, Multitarget Quantitative PCR for the Analysis of Human Papillomavirus Genotyping through Software Automation, Data Science, and Artificial Intelligence.",10.1016/j.jmoldx.2024.05.012,eng,https://pubmed.ncbi.nlm.nih.gov/38972594/
MED,37373717,2023,Pivotal Clinical Study to Evaluate the Efficacy and Safety of Assistive Artificial Intelligence-Based Software for Cervical Cancer Diagnosis.,10.3390/jcm12124024,eng,https://pubmed.ncbi.nlm.nih.gov/37373717/
MED,39984572,2025,Generalizable deep neural networks for image quality classification of cervical images.,10.1038/s41598-025-90024-0,eng,https://pubmed.ncbi.nlm.nih.gov/39984572/
MED,41604300,2026,Application of Cancer Screening Guidelines in Resource Limited Settings.,10.1177/10732748251408883,eng,https://pubmed.ncbi.nlm.nih.gov/41604300/
MED,41306592,2025,Evolving HPV diagnostics: current practice and future frontiers.,10.3389/fcimb.2025.1681779,eng,https://pubmed.ncbi.nlm.nih.gov/41306592/
MED,39377445,2024,Enhancing pap smear image classification: integrating transfer learning and attention mechanisms for improved detection of cervical abnormalities.,10.1088/2057-1976/ad7bc0,eng,https://pubmed.ncbi.nlm.nih.gov/39377445/
MED,41057952,2025,"Artificial intelligence-assisted ultrasound screening for breast cancer in China: a prospective, clustered, controlled, population-based study.",10.1186/s13058-025-02128-0,eng,https://pubmed.ncbi.nlm.nih.gov/41057952/
PPR,PPR1168698,2026,Psychosocial Distress Predicts Persistent HPV Infection after Conization: A Machine Learning Model and Immune Profiling Study,10.21203/rs.3.rs-8913274/v1,,https://europepmc.org/article/PPR/PPR1168698
MED,40705442,2025,Design and Validation of a Chatbot-Based Cervical Cancer Screening Decision Aid for Women Experiencing Socioeconomic Disadvantage: User-Centered Approach Study.,10.2196/70251,eng,https://pubmed.ncbi.nlm.nih.gov/40705442/
PPR,PPR1174485,2026,HDFF-Net: A Hybrid Dual-Feature Fusion Network with Cross-Modal Attention for Automated Colposcopic Transformation Zone Classification,10.21203/rs.3.rs-9260639/v1,,https://europepmc.org/article/PPR/PPR1174485
MED,38066031,2023,Reproducible and clinically translatable deep neural networks for cervical screening.,10.1038/s41598-023-48721-1,eng,https://pubmed.ncbi.nlm.nih.gov/38066031/
MED,37835828,2023,Automated Assessment of Digital Images of Uterine Cervix Captured Using Transvaginal Device-A Pilot Study.,10.3390/diagnostics13193085,eng,https://pubmed.ncbi.nlm.nih.gov/37835828/
MED,41966194,2025,A Bibliometric and Visual Analysis of Cancer Screening Based on the Web of Science Core Collection Database.,10.34172/ijhpm.8554,eng,https://pubmed.ncbi.nlm.nih.gov/41966194/
MED,40374345,2025,[A Meta-analysis of the application of artificial intelligence in cervical cytopathology diagnosis].,10.3760/cma.j.cn112150-20240711-00560,chi,https://pubmed.ncbi.nlm.nih.gov/40374345/
MED,38899565,2024,A machine learning model to predict spontaneous vaginal delivery failure for term nulliparous women: An observational study.,10.1002/ijgo.15739,eng,https://pubmed.ncbi.nlm.nih.gov/38899565/
PPR,PPR1279578,2026,A Novel Ferro-Aging-Related Gene Signature for Prognosis and Targeted Drug Prediction in Cervical Cancer,10.21203/rs.3.rs-9957206/v1,,https://europepmc.org/article/PPR/PPR1279578
MED,34422957,2021,Computer-aided diagnostic system based on deep learning for classifying colposcopy images.,10.21037/atm-21-885,eng,https://pubmed.ncbi.nlm.nih.gov/34422957/
MED,39941293,2025,RL-Cervix.Net: A Hybrid Lightweight Model Integrating Reinforcement Learning for Cervical Cell Classification.,10.3390/diagnostics15030364,eng,https://pubmed.ncbi.nlm.nih.gov/39941293/
PPR,PPR907992,2024,ViT-FLSFO: A method for Cervical Image Classification,10.21203/rs.3.rs-4900930/v1,,https://europepmc.org/article/PPR/PPR907992
MED,37200281,2023,Accurate deep learning model using semi-supervised learning and Noisy Student for cervical cancer screening in low magnification images.,10.1371/journal.pone.0285996,eng,https://pubmed.ncbi.nlm.nih.gov/37200281/
MED,38872398,2024,Internal validation of Automated Visual Evaluation (AVE) on smartphone images for cervical cancer screening in a prospective study in Zambia.,10.1002/cam4.7355,eng,https://pubmed.ncbi.nlm.nih.gov/38872398/
MED,40314307,2025,Detection of precancerous lesions in cervical images of perimenopausal women using U-net deep learning.,10.29063/ajrh2025/v29i4.10,eng,https://pubmed.ncbi.nlm.nih.gov/40314307/
MED,39498535,2025,Analysis of the sensitivity of high-grade squamous intraepithelial lesion Pap diagnosis and interobserver variability with the Hologic Genius Digital Diagnostics System.,10.1002/cncy.22918,eng,https://pubmed.ncbi.nlm.nih.gov/39498535/
MED,40234807,2025,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review.,10.1186/s12885-025-14026-x,eng,https://pubmed.ncbi.nlm.nih.gov/40234807/
MED,36553073,2022,Evaluating the Feasibility of Machine-Learning-Based Predictive Models for Precancerous Cervical Lesions in Patients Referred for Colposcopy.,10.3390/diagnostics12123066,eng,https://pubmed.ncbi.nlm.nih.gov/36553073/
MED,42737631,2026,Comprehensive Analysis of Cuproptosis-Related Genes According to Cancer Stage and Their Prognostic Value in Cervical Cancer.,10.3390/ijms27177730,eng,https://pubmed.ncbi.nlm.nih.gov/42737631/
MED,39529914,2024,CerviXpert: A multi-structural convolutional neural network for predicting cervix type and cervical cell abnormalities.,10.1177/20552076241295440,eng,https://pubmed.ncbi.nlm.nih.gov/39529914/
MED,40499044,2025,Split DNA Tetrahedron-Mediated Spatiotemporal-Hierarchy CRISPR Cascade Integrated with Au@Pt Nanolabels and Artificial Intelligence for a Cervical Cancer MicroRNA Bioassay.,10.1021/acsnano.5c01376,eng,https://pubmed.ncbi.nlm.nih.gov/40499044/
MED,40442164,2025,Prediction of clinical stages of cervical cancer via machine learning integrated with clinical features and ultrasound-based radiomics.,10.1038/s41598-025-03170-w,eng,https://pubmed.ncbi.nlm.nih.gov/40442164/
MED,38757647,2024,"Public health nurse perspectives on predicting nonattendance for cervical cancer screening through classification, ensemble, and deep learning models.",10.1111/phn.13334,eng,https://pubmed.ncbi.nlm.nih.gov/38757647/
MED,35730264,2022,DeepCyto: a hybrid framework for cervical cancer classification by using deep feature fusion of cytology images.,10.3934/mbe.2022301,eng,https://pubmed.ncbi.nlm.nih.gov/35730264/
PPR,PPR898619,2024,Explainable Artificial Intelligence (XAI) for Diagnosing and Treating Tumors of the Female Reproductive Systems: Challenges and Advances,10.20944/preprints202408.0047.v2,,https://europepmc.org/article/PPR/PPR898619
MED,41239481,2025,Machine learning-based screening and validation of pyroptosis-associated prognostic genes and potential drugs in cervical cancer.,10.1186/s12920-025-02260-y,eng,https://pubmed.ncbi.nlm.nih.gov/41239481/
MED,38494870,2024,A smartphone-based standalone fluorescence spectroscopy tool for cervical precancer diagnosis in clinical conditions.,10.1002/jbio.202300468,eng,https://pubmed.ncbi.nlm.nih.gov/38494870/
MED,36148422,2022,An Improved Image Classification Method for Cervical Precancerous Lesions Based on ShuffleNet.,10.1155/2022/9675628,eng,https://pubmed.ncbi.nlm.nih.gov/36148422/
PPR,PPR730609,2023,AI-Driven Cervical Cancer Cytological Diagnosis Solution based on Large Scale Data Collections and Annotations: A Multi-centre Clinical Validation,10.21203/rs.3.rs-3225479/v1,,https://europepmc.org/article/PPR/PPR730609
MED,40608684,2025,Can ChatGPT Provide Patient-Friendly and Reliable Information on Cervical Cancer Screening? A Study of ChatGPT-Generated Information in Polish.,10.12659/msm.947992,eng,https://pubmed.ncbi.nlm.nih.gov/40608684/
MED,36780042,2023,CIN2 + detection in high-risk HPV patients with no or minor cervical cytologic abnormalities: a clinical approach validated by machine learning.,10.1007/s00404-023-06953-6,eng,https://pubmed.ncbi.nlm.nih.gov/36780042/
MED,41919328,2026,CRISPR-Cas system: recent advancements in prompt diagnosis of high-risk HPV genotypes in cervical cancer.,10.1080/14737159.2026.2654503,eng,https://pubmed.ncbi.nlm.nih.gov/41919328/
MED,34914727,2021,Study protocol for a two-site clinical trial to validate a smartphone-based artificial intelligence classifier identifying cervical precancer and cancer in HPV-positive women in Cameroon.,10.1371/journal.pone.0260776,eng,https://pubmed.ncbi.nlm.nih.gov/34914727/
MED,41963932,2026,Light-XAI: a CADx for explainable cervical cancer detection via attention-based lightweight convolutional neural networks and layer-wise feature fusion.,10.1186/s13040-026-00540-6,eng,https://pubmed.ncbi.nlm.nih.gov/41963932/
PPR,PPR702851,2023,Cervical Cancer Screening: Artificial Intelligence Algorithm For Automatic Diagnostic Support,10.21203/rs.3.rs-3230760/v1,,https://europepmc.org/article/PPR/PPR702851
MED,41079084,2025,A novel bivariate nomogram for predicting sequela vaginal lesions after surgery in patients with HPV-associated cervical cancer.,10.3389/fonc.2025.1587520,eng,https://pubmed.ncbi.nlm.nih.gov/41079084/
MED,39494050,2024,A precise machine learning model: Detecting cervical cancer using feature selection and explainable AI.,10.1016/j.jpi.2024.100398,eng,https://pubmed.ncbi.nlm.nih.gov/39494050/
MED,41559646,2026,A P4HA2 hypoxia signature derived from single cell atlas stratifies conserved subtypes with prognostic significance in cervical squamous cell carcinoma.,10.1186/s12885-026-15597-z,eng,https://pubmed.ncbi.nlm.nih.gov/41559646/
MED,39265621,2025,Application of Machine Learning Algorithms for Risk Stratification and Efficacy Evaluation in Cervical Cancer Screening among the ASCUS/LSIL Population: Evidence from the Korean HPV Cohort Study.,10.4143/crt.2024.465,eng,https://pubmed.ncbi.nlm.nih.gov/39265621/
MED,40499075,2025,Challenges and Opportunities for Global Cervical Cancer Elimination: How Can We Build a Model for Other Cancers?,10.1200/edbk-25-473702,eng,https://pubmed.ncbi.nlm.nih.gov/40499075/
MED,39258245,2024,Machine Learning Prediction of Residual and Recurrent High-Grade CIN Post-LEEP.,10.2147/cmar.s484057,eng,https://pubmed.ncbi.nlm.nih.gov/39258245/
MED,39611440,2025,Advances in cervical cancer: current insights and future directions.,10.1002/cac2.12629,eng,https://pubmed.ncbi.nlm.nih.gov/39611440/
MED,42011180,2026,Assessing the Accuracy of ChatGPT's Answers to Basic Questions on Uterine and Cervical Cancers.,10.5001/omj.2025.106,eng,https://pubmed.ncbi.nlm.nih.gov/42011180/
MED,40506912,2025,Validity and Reliability of an Artificial Intelligence-Based Posture Estimation Software for Measuring Cervical and Lower-Limb Alignment Versus Radiographic Imaging.,10.3390/diagnostics15111340,eng,https://pubmed.ncbi.nlm.nih.gov/40506912/
MED,41795766,2026,The role of hematological biomarkers as diagnostic tool in pre-cancerous patients.,10.1007/s12672-026-04661-6,eng,https://pubmed.ncbi.nlm.nih.gov/41795766/
MED,39566061,2024,Performance of a Full-Coverage Cervical Cancer Screening Program Using on an Artificial Intelligence- and Cloud-Based Diagnostic System: Observational Study of an Ultralarge Population.,10.2196/51477,eng,https://pubmed.ncbi.nlm.nih.gov/39566061/
MED,37425429,2023,Polarimetric imaging for cervical pre-cancer screening aided by machine learning: <i>ex vivo</i> studies.,10.1117/1.jbo.28.10.102904,eng,https://pubmed.ncbi.nlm.nih.gov/37425429/
MED,40007291,2024,[Clinical study of cervical lymph node metastasis in oral tongue squamous carcinoma by a machine learning model based on contrast-enhanced CT radiomics].,,chi,https://pubmed.ncbi.nlm.nih.gov/40007291/
MED,33831990,2021,[Application of artificial intelligence-assisted diagnosis for cervical liquid-based thin-layer cytology].,10.3760/cma.j.cn112151-20201013-00780,chi,https://pubmed.ncbi.nlm.nih.gov/33831990/
MED,32814641,2020,"Artificial intelligence-assisted cytology for detection of cervical intraepithelial neoplasia or invasive cancer: A multicenter, clinical-based, observational study.",10.1016/j.ygyno.2020.07.099,eng,https://pubmed.ncbi.nlm.nih.gov/32814641/
MED,42677133,2026,"Advanced nanocatalytic medicine for genitourinary diseases: Reactive oxygen modulation, precision therapeutics, and clinical translation.",10.1016/j.mtbio.2026.103572,eng,https://pubmed.ncbi.nlm.nih.gov/42677133/
MED,42129787,2026,"Convolutional neural network analysis of cervical CT images: classification of Kikuchi disease, lymphoma, lymphadenitis, and tuberculosis.",10.1186/s12938-026-01586-7,eng,https://pubmed.ncbi.nlm.nih.gov/42129787/
MED,37056736,2023,Artificial intelligence in colposcopic examination: A promising tool to assist junior colposcopists.,10.3389/fmed.2023.1060451,eng,https://pubmed.ncbi.nlm.nih.gov/37056736/
MED,39856153,2025,Detection of cervical cell based on multi-scale spatial information.,10.1038/s41598-025-87165-7,eng,https://pubmed.ncbi.nlm.nih.gov/39856153/
MED,40389794,2025,Novel marker genes and small molecule drugs for radiotherapy resistance in cervical cancer identified based on single-cell multi-omics analysis.,10.1007/s12672-025-02532-0,eng,https://pubmed.ncbi.nlm.nih.gov/40389794/
MED,41142601,2025,Enhancing cervical cancer diagnosis with ensemble learning and shark optimization algorithm: comparative study of CT and MRI in cervical cancer diagnosis.,10.3389/fonc.2025.1608386,eng,https://pubmed.ncbi.nlm.nih.gov/41142601/
MED,40306516,2025,Advancements in fluorescent nanobiosensors for HPV detection: from integrating nanomaterials to DNA nanotechnology.,10.1016/j.ijbiomac.2025.143619,eng,https://pubmed.ncbi.nlm.nih.gov/40306516/
MED,40597085,2025,Exploring the possibilities and limitations of customized large language model to support and improve cervical cancer screening.,10.1186/s12911-025-03088-3,eng,https://pubmed.ncbi.nlm.nih.gov/40597085/
MED,40895332,2025,A Machine Learning and Bayesian Belief Network Approach to Predicting Cervical Cancer Risk: Implications for Risk Management.,10.2147/jmdh.s524132,eng,https://pubmed.ncbi.nlm.nih.gov/40895332/
MED,39451609,2024,Early Cervical Cancer Diagnosis with SWIN-Transformer and Convolutional Neural Networks.,10.3390/diagnostics14202286,eng,https://pubmed.ncbi.nlm.nih.gov/39451609/
MED,39337913,2024,An Artificial Neural Network Prediction Model of Depressive Symptoms among Women with Abnormal Papanicolaou Smear Results before and after Diagnostic Procedures.,10.3390/life14091130,eng,https://pubmed.ncbi.nlm.nih.gov/39337913/
MED,37251934,2023,Artificial intelligence in thyroid ultrasound.,10.3389/fonc.2023.1060702,eng,https://pubmed.ncbi.nlm.nih.gov/37251934/
MED,35290728,2022,Scrutinizing high-risk patients from ASC-US cytology via a deep learning model.,10.1002/cncy.22560,eng,https://pubmed.ncbi.nlm.nih.gov/35290728/
PPR,PPR624761,2023,Reproducible and Clinically Translatable Deep Neural Networks for Cancer Screening,10.21203/rs.3.rs-2526701/v1,,https://europepmc.org/article/PPR/PPR624761
PPR,PPR1010256,2025,Copy number signatures in cervical samples enable early detection of high-grade serous ovarian carcinoma,10.1101/2025.04.23.25325778,,https://europepmc.org/article/PPR/PPR1010256
MED,36428816,2022,Analysis of Cytology Pap Smear Images Based on Ensemble Deep Learning Approach.,10.3390/diagnostics12112756,eng,https://pubmed.ncbi.nlm.nih.gov/36428816/
MED,39370601,2024,Digital colposcopy image analysis techniques requirements and their role in clinical diagnosis: a systematic review.,10.1080/17434440.2024.2407549,eng,https://pubmed.ncbi.nlm.nih.gov/39370601/
MED,33973305,2021,Application of artificial intelligence in gynecologic malignancies: A review.,10.1111/jog.14818,eng,https://pubmed.ncbi.nlm.nih.gov/33973305/
MED,39594737,2024,Novelty Classification Model Use in Reinforcement Learning for Cervical Cancer.,10.3390/cancers16223782,eng,https://pubmed.ncbi.nlm.nih.gov/39594737/
PPR,PPR1049350,2025,Machine learning-based screening and validation of pyroptosis-associated prognostic genes and potential drugs in cervical cancer,10.21203/rs.3.rs-6932347/v1,,https://europepmc.org/article/PPR/PPR1049350
PPR,PPR586771,2022,Reproducible And Clinically Translatable Deep Neural Networks For Cervical Screening,10.1101/2022.12.17.22282984,,https://europepmc.org/article/PPR/PPR586771
PPR,PPR587236,2022,Reproducible And Clinically Translatable Deep Neural Networks For Cervical Screening,10.21203/rs.3.rs-2389404/v1,,https://europepmc.org/article/PPR/PPR587236
MED,32584382,2021,Accuracy and Efficiency of Deep-Learning-Based Automation of Dual Stain Cytology in Cervical Cancer Screening.,10.1093/jnci/djaa066,eng,https://pubmed.ncbi.nlm.nih.gov/32584382/
MED,38224340,2024,Design of the HPV-automated visual evaluation (PAVE) study: Validating a novel cervical screening strategy.,10.7554/elife.91469,eng,https://pubmed.ncbi.nlm.nih.gov/38224340/
MED,34214045,2022,Cervical Cancer Diagnostics Healthcare System Using Hybrid Object Detection Adversarial Networks.,10.1109/jbhi.2021.3094311,eng,https://pubmed.ncbi.nlm.nih.gov/34214045/
MED,40361993,2025,Advancing Cervical Cancer Prevention Equity: Innovations in Self-Sampling and Digital Health Technologies Across Healthcare Settings.,10.3390/diagnostics15091176,eng,https://pubmed.ncbi.nlm.nih.gov/40361993/
MED,36467973,2022,HPV High-risk Multiple Infection Is a Key Predictor of Cervical Dysplasia in Diagnostic LEEPs: a Retrospective Cohort Analysis.,10.1055/a-1857-6470,eng,https://pubmed.ncbi.nlm.nih.gov/36467973/
MED,38573545,2025,The Evolving Landscape of Cervical Cancer: Breakthroughs in Screening and Therapy Through Integrating Biotechnology and Artificial Intelligence.,10.1007/s12033-024-01124-7,eng,https://pubmed.ncbi.nlm.nih.gov/38573545/
MED,39969762,2025,"Identification of a novel hypermethylation marker, ZSCAN18, and construction of a diagnostic model in cervical cancer.",10.1007/s12094-025-03864-7,eng,https://pubmed.ncbi.nlm.nih.gov/39969762/
MED,41241583,2025,Leveraging digital technologies to reduce cancer disparities in low-income and middle-income countries.,10.1016/j.landig.2025.100937,eng,https://pubmed.ncbi.nlm.nih.gov/41241583/
MED,38298438,2023,Predicting cervical intraepithelial neoplasia and determining the follow-up period in high-risk human papillomavirus patients.,10.3389/fonc.2023.1289030,eng,https://pubmed.ncbi.nlm.nih.gov/38298438/
MED,39661618,2024,Evaluation of the cervical liquid-based cytology sample as a microbiome resource for dual diagnosis.,10.1371/journal.pone.0308985,eng,https://pubmed.ncbi.nlm.nih.gov/39661618/
MED,40009089,2025,3D reconstructed models based on real cervical cancer cases for undergraduate gynecological oncology education: a pre- and post-test study.,10.1186/s41205-025-00256-z,eng,https://pubmed.ncbi.nlm.nih.gov/40009089/
MED,38849836,2024,Development of a machine learning-based model for predicting positive margins in high-grade squamous intraepithelial lesion (HSIL) treatment by Cold Knife Conization(CKC): a single-center retrospective study.,10.1186/s12905-024-03180-2,eng,https://pubmed.ncbi.nlm.nih.gov/38849836/
MED,39433994,2024,Developing a logistic regression model to predict spontaneous preterm birth from maternal socio-demographic and obstetric history at initial pregnancy registration.,10.1186/s12884-024-06892-3,eng,https://pubmed.ncbi.nlm.nih.gov/39433994/
MED,40107437,2025,Recent update on the development of HPV16 inhibitors for cervical cancer.,10.1016/j.critrevonc.2025.104703,eng,https://pubmed.ncbi.nlm.nih.gov/40107437/
PPR,PPR998259,2025,Enhanced Cervical Cancer Classification Using Convolutional Tsetlin Machines with Transfer Learning,10.21203/rs.3.rs-5655927/v1,,https://europepmc.org/article/PPR/PPR998259
MED,37265676,2023,"Cervical cancer screening aided by artificial intelligence, China.",10.2471/blt.22.289061,eng,https://pubmed.ncbi.nlm.nih.gov/37265676/
MED,39851297,2024,Cells Grouping Detection and Confusing Labels Correction on Cervical Pathology Images.,10.3390/bioengineering12010023,eng,https://pubmed.ncbi.nlm.nih.gov/39851297/
PPR,PPR933557,2024,VLR Net-An Ensemble Model to Enhance the Accuracy of Classification of Colposcopy Images,10.20944/preprints202410.2511.v1,,https://europepmc.org/article/PPR/PPR933557
MED,37758250,2024,Artificial intelligence-based image analysis in clinical testing: lessons from cervical cancer screening.,10.1093/jnci/djad202,eng,https://pubmed.ncbi.nlm.nih.gov/37758250/
MED,37059230,2023,Improving the Accuracy and Efficiency of Abnormal Cervical Squamous Cell Detection With Cytologist-in-the-Loop Artificial Intelligence.,10.1016/j.modpat.2023.100186,eng,https://pubmed.ncbi.nlm.nih.gov/37059230/
MED,39747449,2025,Analysis of precancerous lesion-related microRNAs for early diagnosis of cervical cancer in the Thai population.,10.1038/s41598-024-84080-1,eng,https://pubmed.ncbi.nlm.nih.gov/39747449/
MED,35299096,2022,Multi-task network for automated analysis of high-resolution endomicroscopy images to detect cervical precancer and cancer.,10.1016/j.compmedimag.2022.102052,eng,https://pubmed.ncbi.nlm.nih.gov/35299096/
MED,35155253,2022,How Can a High-Performance Screening Strategy Be Determined for Cervical Cancer Prevention? Evidence From a Hierarchical Clustering Analysis of a Multicentric Clinical Study.,10.3389/fonc.2022.816789,eng,https://pubmed.ncbi.nlm.nih.gov/35155253/
MED,38608802,2024,Application of one-dimensional hierarchical network assisted screening for cervical cancer based on Raman spectroscopy combined with attention mechanism.,10.1016/j.pdpdt.2024.104086,eng,https://pubmed.ncbi.nlm.nih.gov/38608802/
MED,40010988,2025,Waikato Environment for Knowledge Analysis (WEKA) as a Data Analysis Method Identifying Potential Hematological Parameters for Early Diagnosis of Cervical Cancer.,10.21873/invivo.13909,eng,https://pubmed.ncbi.nlm.nih.gov/40010988/
PPR,PPR695714,2023,Internal Validation of Automated Visual Evaluation (AVE) on Smartphone Images for Cervical Cancer Screening in a Prospective Study in Zambia,10.1101/2023.07.19.23292888,,https://europepmc.org/article/PPR/PPR695714
MED,40686733,2025,RunicNet: Leveraging CNNs With Attention Mechanisms for Cervical Cancer Cell Classification.,10.1177/11795972251351815,eng,https://pubmed.ncbi.nlm.nih.gov/40686733/
MED,35267466,2022,A Deep Learning Model for Cervical Cancer Screening on Liquid-Based Cytology Specimens in Whole Slide Images.,10.3390/cancers14051159,eng,https://pubmed.ncbi.nlm.nih.gov/35267466/
PPR,PPR564029,2022,Diagnostic Accuracy of Artificial Intelligence Algorithm incorporated into MobileODT Enhanced Visual Assessment for triaging Screen Positive Women after Cervical Cancer Screening,10.21203/rs.3.rs-1964690/v2,,https://europepmc.org/article/PPR/PPR564029
MED,35617940,2022,Colposcopic multimodal fusion for the classification of cervical lesions.,10.1088/1361-6560/ac73d4,eng,https://pubmed.ncbi.nlm.nih.gov/35617940/
MED,38470598,2024,SCAC: A Semi-Supervised Learning Approach for Cervical Abnormal Cell Detection.,10.1109/jbhi.2024.3375889,eng,https://pubmed.ncbi.nlm.nih.gov/38470598/
MED,35571399,2022,Diagnostic test of bioimpedance-based neural network algorithm in early cervical cancer.,10.21037/atm-22-1366,eng,https://pubmed.ncbi.nlm.nih.gov/35571399/
MED,37531108,2023,Use of Virus Genotypes in Machine Learning Diagnostic Prediction Models for Cervical Cancer in Women With High-Risk Human Papillomavirus Infection.,10.1001/jamanetworkopen.2023.26890,eng,https://pubmed.ncbi.nlm.nih.gov/37531108/
MED,33811763,2021,Cervical lesion assessment using real-time microendoscopy image analysis in Brazil: The CLARA study.,10.1002/ijc.33543,eng,https://pubmed.ncbi.nlm.nih.gov/33811763/
MED,38824215,2024,Construction and validation of a clinical risk model based on machine learning for screening characteristic factors of lymphovascular space invasion in endometrial cancer.,10.1038/s41598-024-63436-7,eng,https://pubmed.ncbi.nlm.nih.gov/38824215/
MED,36232778,2022,Early Detection of Cervical Cancer by Fluorescence Lifetime Imaging Microscopy Combined with Unsupervised Machine Learning.,10.3390/ijms231911476,eng,https://pubmed.ncbi.nlm.nih.gov/36232778/
MED,34629152,2021,Artificial intelligence in gynecologic cancers: Current status and future challenges - A systematic review.,10.1016/j.artmed.2021.102164,eng,https://pubmed.ncbi.nlm.nih.gov/34629152/
MED,38633087,2024,Siamese deep learning video flow cytometry for automatic and label-free clinical cervical cancer cell analysis.,10.1364/boe.510022,eng,https://pubmed.ncbi.nlm.nih.gov/38633087/
PPR,PPR716820,2023,Design of the HPV-Automated Visual Evaluation (PAVE) Study: Validating a Novel Cervical Screening Strategy,10.1101/2023.08.30.23294826,,https://europepmc.org/article/PPR/PPR716820
MED,36196881,2023,Development of an Algorithm for Cervical High-Grade Squamous Intraepithelial Lesion Based on Breath Print Analysis.,10.1097/lgt.0000000000000707,eng,https://pubmed.ncbi.nlm.nih.gov/36196881/
PPR,PPR924964,2024,Integration of New Technologies in Healthcare: Robotic Surgery and Artificial Intelligence in Cytology. Literature Review,10.20944/preprints202410.1044.v1,,https://europepmc.org/article/PPR/PPR924964
MED,35740578,2022,"Review of the Standard and Advanced Screening, Staging Systems and Treatment Modalities for Cervical Cancer.",10.3390/cancers14122913,eng,https://pubmed.ncbi.nlm.nih.gov/35740578/
MED,39696025,2024,Novel neural network classification of maternal fetal ultrasound planes through optimized feature selection.,10.1186/s12880-024-01453-8,eng,https://pubmed.ncbi.nlm.nih.gov/39696025/
MED,32635269,2020,Ensemble Deep Learning for Cervix Image Selection toward Improving Reliability in Automated Cervical Precancer Screening.,10.3390/diagnostics10070451,eng,https://pubmed.ncbi.nlm.nih.gov/32635269/
MED,40002170,2025,Disparities in Cancer Screening Among the Foreign-Born Population in the United States: A Narrative Review.,10.3390/cancers17040576,eng,https://pubmed.ncbi.nlm.nih.gov/40002170/
MED,39310414,2024,A Comparison of ChatGPT and Multidisciplinary Team Meeting Treatment Recommendations in 10 Consecutive Cervical Cancer Patients.,10.7759/cureus.67458,eng,https://pubmed.ncbi.nlm.nih.gov/39310414/
MED,36463193,2022,Cervical pre-cancerous lesion detection: development of smartphone-based VIA application using artificial intelligence.,10.1186/s13104-022-06250-6,eng,https://pubmed.ncbi.nlm.nih.gov/36463193/
MED,29659930,2018,"Automated Cervical Screening and Triage, Based on HPV Testing and Computer-Interpreted Cytology.",10.1093/jnci/djy044,eng,https://pubmed.ncbi.nlm.nih.gov/29659930/
MED,37298066,2023,NOVAprep-miR-Cervix: New Method for Evaluation of Cervical Dysplasia Severity Based on Analysis of Six miRNAs.,10.3390/ijms24119114,eng,https://pubmed.ncbi.nlm.nih.gov/37298066/
MED,39881038,2025,A radiopathomics model for predicting large-number cervical lymph node metastasis in clinical N0 papillary thyroid carcinoma.,10.1007/s00330-025-11377-8,eng,https://pubmed.ncbi.nlm.nih.gov/39881038/
MED,35734419,2022,Cervix Type and Cervical Cancer Classification System Using Deep Learning Techniques.,10.2147/mder.s366303,eng,https://pubmed.ncbi.nlm.nih.gov/35734419/
MED,33018383,2020,Deep learning-based image evaluation for cervical precancer screening with a smartphone targeting low resource settings - Engineering approach.,10.1109/embc44109.2020.9175863,eng,https://pubmed.ncbi.nlm.nih.gov/33018383/
MED,38563455,2025,RETRACTED: Development of gene panel for predicting recurrence in early-stage cervical cancer patients.,10.1002/tox.24270,eng,https://pubmed.ncbi.nlm.nih.gov/38563455/
MED,42635083,2026,Deciphering HPV-Associated Immune Evasion in Cervical Cancer Through Multi-Omics Profiling and Computational Screening.,10.1155/ancp/6756766,eng,https://pubmed.ncbi.nlm.nih.gov/42635083/
PPR,PPR897690,2024,A Deep Learning Framework for Predicting Prognostically Relevant Consensus Molecular Subtypes in HPV-Positive Cervical Squamous Cell Carcinoma from Routine Histology Images,10.1101/2024.08.16.608264,,https://europepmc.org/article/PPR/PPR897690
MED,38113684,2024,Self-supervised learning-based cervical cytology for the triage of HPV-positive women in resource-limited settings and low-data regime.,10.1016/j.compbiomed.2023.107809,eng,https://pubmed.ncbi.nlm.nih.gov/38113684/
MED,41317151,2025,Cervical whole-slide images dataset for multiclass classification.,10.1093/gigascience/giaf144,eng,https://pubmed.ncbi.nlm.nih.gov/41317151/
MED,40334182,2025,Broadening the Net: Overcoming Challenges and Embracing Novel Technologies in Lung Cancer Screening.,10.1200/edbk-25-473778,eng,https://pubmed.ncbi.nlm.nih.gov/40334182/
MED,30629194,2019,An Observational Study of Deep Learning and Automated Evaluation of Cervical Images for Cancer Screening.,10.1093/jnci/djy225,eng,https://pubmed.ncbi.nlm.nih.gov/30629194/
PPR,PPR820580,2024,Generalizable deep neural networks for image quality classification of cervical images,10.21203/rs.3.rs-3845696/v1,,https://europepmc.org/article/PPR/PPR820580
MED,39294534,2024,Screening and identification of susceptibility genes for cervical cancer via bioinformatics analysis and the construction of an mitophagy-related genes diagnostic model.,10.1007/s00432-024-05952-7,eng,https://pubmed.ncbi.nlm.nih.gov/39294534/
